http://oaei.ontologymatching.org/tests/101/onto.rdf#Informal	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
http://oaei.ontologymatching.org/tests/101/onto.rdf#Part	http://www.w3.org/2000/01/rdf-schema#comment	A part of something (either Book or Proceedings).
http://oaei.ontologymatching.org/tests/101/onto.rdf#PageRange	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
http://oaei.ontologymatching.org/tests/101/onto.rdf#Address	http://www.w3.org/2000/01/rdf-schema#comment	The street address of the location of some organization or event.
http://oaei.ontologymatching.org/tests/101/onto.rdf	http://www.w3.org/2000/01/rdf-schema#comment	Possible ontology to describe bibTeX entries.
http://oaei.ontologymatching.org/tests/101/onto.rdf#LectureNotes	http://www.w3.org/2000/01/rdf-schema#comment	Lecture notes.
http://oaei.ontologymatching.org/tests/101/onto.rdf#Misc	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://oaei.ontologymatching.org/tests/101/onto.rdf#Reference
http://oaei.ontologymatching.org/tests/101/onto.rdf#MotionPicture	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://oaei.ontologymatching.org/tests/101/onto.rdf#Reference
http://oaei.ontologymatching.org/tests/101/onto.rdf#JournalOrPeriodical	http://www.w3.org/2000/01/rdf-schema#comment	A periodical publication collecting works from different authors.
http://oaei.ontologymatching.org/tests/101/onto.rdf#Collection	http://www.w3.org/2000/01/rdf-schema#comment	A book that is collection of texts or articles.
http://oaei.ontologymatching.org/tests/101/onto.rdf#Proceedings	http://www.w3.org/2000/01/rdf-schema#comment	The proceedings of a conference.
http://oaei.ontologymatching.org/tests/101/onto.rdf#Article	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://oaei.ontologymatching.org/tests/101/onto.rdf#Part
http://oaei.ontologymatching.org/tests/101/onto.rdf#Publisher	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
http://oaei.ontologymatching.org/tests/101/onto.rdf#InBook	http://www.w3.org/2000/01/rdf-schema#label	InBook
http://oaei.ontologymatching.org/tests/101/onto.rdf#Article	http://www.w3.org/2000/01/rdf-schema#label	Article
http://oaei.ontologymatching.org/tests/101/onto.rdf#Collection	http://www.w3.org/2000/01/rdf-schema#label	Collection
http://oaei.ontologymatching.org/tests/101/onto.rdf#LectureNotes	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
http://oaei.ontologymatching.org/tests/101/onto.rdf#Reference	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
http://oaei.ontologymatching.org/tests/101/onto.rdf#Institution	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://xmlns.com/foaf/0.1/Organization
http://oaei.ontologymatching.org/tests/101/onto.rdf#Institution	http://www.w3.org/2000/01/rdf-schema#label	Institution
http://oaei.ontologymatching.org/tests/101/onto.rdf#Academic	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://oaei.ontologymatching.org/tests/101/onto.rdf#Reference
http://oaei.ontologymatching.org/tests/101/onto.rdf#Booklet	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.w3.org/2002/07/owl#Class
http://oaei.ontologymatching.org/tests/101/onto.rdf#MotionPicture	http://www.w3.org/2000/01/rdf-schema#label	MotionPicture
